product_id,product_name,brand,category,release_year,aliases
bowers-wilkins-pi6,Bowers & Wilkins Pi6,Bowers & Wilkins,Tai nghe,2025,Pi6|bowers & wilkins pi6
technics-eah-az100,Technics EAH-AZ100,Technics,Tai nghe,2025,EAH-AZ100|technics eah-az100
technics-eah-az80,Technics EAH-AZ80,Technics,Tai nghe,2025,EAH-AZ80|technics eah-az80
technics-eah-a800,Technics EAH-A800,Technics,Tai nghe,2025,EAH-A800|technics eah-a800
shure-aonic-50-gen-2,Shure AONIC 50 Gen 2,Shure,Tai nghe,2025,AONIC 50 Gen 2|shure aonic 50 gen 2
shure-se215,Shure SE215,Shure,Tai nghe,2025,SE215|shure se215
shure-se846-gen-2,Shure SE846 Gen 2,Shure,Tai nghe,2025,SE846 Gen 2|shure se846 gen 2
edifier-neobuds-pro-2,Edifier NeoBuds Pro 2,Edifier,Tai nghe,2025,NeoBuds Pro 2|edifier neobuds pro 2
edifier-w830nb,Edifier W830NB,Edifier,Tai nghe,2025,W830NB|edifier w830nb
edifier-wh950nb,Edifier WH950NB,Edifier,Tai nghe,2025,WH950NB|edifier wh950nb
edifier-stax-spirit-s5,Edifier Stax Spirit S5,Edifier,Tai nghe,2025,Stax Spirit S5|edifier stax spirit s5
huawei-freebuds-pro-4,Huawei FreeBuds Pro 4,Huawei,Tai nghe,2025,FreeBuds Pro 4|huawei freebuds pro 4
huawei-freebuds-6,Huawei FreeBuds 6,Huawei,Tai nghe,2025,FreeBuds 6|huawei freebuds 6
huawei-freeclip,Huawei FreeClip,Huawei,Tai nghe,2025,FreeClip|huawei freeclip
huawei-freebuds-se-3,Huawei FreeBuds SE 3,Huawei,Tai nghe,2025,FreeBuds SE 3|huawei freebuds se 3
oppo-enco-x3,OPPO Enco X3,OPPO,Tai nghe,2025,Enco X3|oppo enco x3
oppo-enco-air4-pro,OPPO Enco Air4 Pro,OPPO,Tai nghe,2025,Enco Air4 Pro|oppo enco air4 pro
oppo-enco-buds3-pro,OPPO Enco Buds3 Pro,OPPO,Tai nghe,2025,Enco Buds3 Pro|oppo enco buds3 pro
oppo-enco-free4,OPPO Enco Free4,OPPO,Tai nghe,2025,Enco Free4|oppo enco free4
realme-buds-air7-pro,realme Buds Air7 Pro,realme,Tai nghe,2025,Buds Air7 Pro|realme buds air7 pro
realme-buds-air7,realme Buds Air7,realme,Tai nghe,2025,Buds Air7|realme buds air7
realme-buds-t310,realme Buds T310,realme,Tai nghe,2025,Buds T310|realme buds t310
realme-buds-wireless-5-anc,realme Buds Wireless 5 ANC,realme,Tai nghe,2025,Buds Wireless 5 ANC|realme buds wireless 5 anc
oneplus-buds-pro-3,OnePlus Buds Pro 3,OnePlus,Tai nghe,2025,Buds Pro 3|oneplus buds pro 3
oneplus-buds-4,OnePlus Buds 4,OnePlus,Tai nghe,2025,Buds 4|oneplus buds 4
oneplus-nord-buds-3-pro,OnePlus Nord Buds 3 Pro,OnePlus,Tai nghe,2025,Nord Buds 3 Pro|oneplus nord buds 3 pro
oneplus-nord-buds-3,OnePlus Nord Buds 3,OnePlus,Tai nghe,2025,Nord Buds 3|oneplus nord buds 3
google-pixel-buds-pro-2,Google Pixel Buds Pro 2,Google,Tai nghe,2025,Pixel Buds Pro 2|google pixel buds pro 2
google-pixel-buds-a-series,Google Pixel Buds A-Series,Google,Tai nghe,2025,Pixel Buds A-Series|google pixel buds a-series
logitech-g-pro-x-2-lightspeed,Logitech G PRO X 2 LIGHTSPEED,Logitech,Tai nghe,2025,G PRO X 2 LIGHTSPEED|logitech g pro x 2 lightspeed
logitech-g733-lightspeed,Logitech G733 LIGHTSPEED,Logitech,Tai nghe,2025,G733 LIGHTSPEED|logitech g733 lightspeed
logitech-zone-wireless-2,Logitech Zone Wireless 2,Logitech,Tai nghe,2025,Zone Wireless 2|logitech zone wireless 2
razer-blackshark-v2-pro,Razer BlackShark V2 Pro,Razer,Tai nghe,2025,BlackShark V2 Pro|razer blackshark v2 pro
